,reaction_id,rxn_smiles,products_run
148,147,[Cl:1][S:3](=[O:2])(=[O:4])[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1.[cH:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][n:22]2)[cH:23]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][n:22]2)[cH:23]1,[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][n:22]2)[cH:23]1.[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][c:15](-[c:16]2[cH:17][cH:18][cH:19][cH:20][n:21]2)[cH:22][cH:23]1.[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1.[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1-[c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1
149,148,[Cl:1][S:3](=[O:2])(=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]1.[cH:15]1[cH:16][cH:17][cH:18][c:19](-[c:20]2[cH:21][cH:22][cH:23][cH:24][n:25]2)[cH:26]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][c:19](-[c:20]2[cH:21][cH:22][cH:23][cH:24][n:25]2)[cH:26]1,[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][c:19](-[c:20]2[cH:21][cH:22][cH:23][cH:24][n:25]2)[cH:26]1.[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1-[c:21]1[cH:22][cH:23][cH:24][cH:25][n:26]1.[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][cH:12][cH:13][n:14]2)[cH:15][cH:16]1)[c:17]1[cH:18][cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]1.[O:2]=[S:3](=[O:4])([c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1-[c:21]1[cH:22][cH:23][cH:24][cH:25][n:26]1
150,149,[cH:9]1[cH:10][c:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][n:17]2)[cH:18][cH:19][c:20]1[CH3:21].[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[Cl:24])[cH:22][cH:23]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][n:17]3)[cH:18][cH:19][c:20]2[CH3:21])[cH:22][cH:23]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][n:17]3)[cH:18][cH:19][c:20]2[CH3:21])[cH:22][cH:23]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11]([CH3:12])[cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][n:21]2)[cH:22][cH:23]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11]([CH3:12])[cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][n:21]2)[cH:22][cH:23]1
151,150,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1.[S:15](=[O:16])(=[O:17])([c:18]1[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]1)[Cl:25]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][c:14]1[S:15](=[O:16])(=[O:17])[c:18]1[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][c:14]1[S:15](=[O:16])(=[O:17])[c:18]1[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[c:13]([S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][c:20]([CH3:21])[cH:22][cH:23]2)[cH:24]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[c:13]([S:14](=[O:15])(=[O:16])[c:17]2[cH:18][cH:19][c:20]([CH3:21])[cH:22][cH:23]2)[cH:24]1
152,151,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[Cl:24])[cH:22][cH:23]1.[cH:9]1[cH:10][cH:11][cH:12][c:13](-[c:14]2[n:15][cH:16][cH:17][cH:18][c:19]2[CH3:20])[cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][c:13](-[c:14]3[n:15][cH:16][cH:17][cH:18][c:19]3[CH3:20])[cH:21]2)[cH:22][cH:23]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][c:13](-[c:14]3[n:15][cH:16][cH:17][cH:18][c:19]3[CH3:20])[cH:21]2)[cH:22][cH:23]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[n:16][cH:17][cH:18][cH:19][c:20]2[CH3:21])[cH:22][cH:23]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][c:12](-[c:13]3[n:14][cH:15][cH:16][cH:17][c:18]3[CH3:19])[cH:20][cH:21]2)[cH:22][cH:23]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[n:16][cH:17][cH:18][cH:19][c:20]2[CH3:21])[cH:22][cH:23]1
153,152,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[Cl:27])[cH:25][cH:26]1.[cH:9]1[cH:10][cH:11][cH:12][c:13](-[c:14]2[n:15][cH:16][cH:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]23)[cH:24]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][c:13](-[c:14]3[n:15][cH:16][cH:17][c:18]4[cH:19][cH:20][cH:21][cH:22][c:23]34)[cH:24]2)[cH:25][cH:26]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][c:13](-[c:14]3[n:15][cH:16][cH:17][c:18]4[cH:19][cH:20][cH:21][cH:22][c:23]34)[cH:24]2)[cH:25][cH:26]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[n:16][cH:17][cH:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]23)[cH:25][cH:26]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][c:12](-[c:13]3[n:14][cH:15][cH:16][c:17]4[cH:18][cH:19][cH:20][cH:21][c:22]34)[cH:23][cH:24]2)[cH:25][cH:26]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[n:16][cH:17][cH:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]23)[cH:25][cH:26]1
154,153,[cH:9]1[cH:10][c:11](-[c:12]2[n:13][cH:14][cH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]23)[cH:22][cH:23][c:24]1[CH3:25].[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[Cl:28])[cH:26][cH:27]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].N#CC>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11](-[c:12]3[n:13][cH:14][cH:15][c:16]4[cH:17][cH:18][cH:19][cH:20][c:21]34)[cH:22][cH:23][c:24]2[CH3:25])[cH:26][cH:27]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11](-[c:12]3[n:13][cH:14][cH:15][c:16]4[cH:17][cH:18][cH:19][cH:20][c:21]34)[cH:22][cH:23][c:24]2[CH3:25])[cH:26][cH:27]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11]([CH3:12])[cH:13][cH:14][c:15]2-[c:16]2[n:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]23)[cH:26][cH:27]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[c:9]2[cH:10][c:11]([CH3:12])[cH:13][cH:14][c:15]2-[c:16]2[n:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]23)[cH:26][cH:27]1
155,154,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.CC1=CC=CC=C1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1,[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][c:14]([C:15]2=[N:16][CH2:17][CH2:18][O:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1
156,155,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.ClCCCl>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1,[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][c:14]([C:15]2=[N:16][CH2:17][CH2:18][O:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1
157,156,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1,[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][c:14]([C:15]2=[N:16][CH2:17][CH2:18][O:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1
158,157,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1>CC1=CC=C(C(C)C)C=C1.O=C(C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)[O-].O=C(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)[O-].[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1,[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([C:16]2=[N:17][CH2:18][CH2:19][O:20]2)[cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][c:14]([C:15]2=[N:16][CH2:17][CH2:18][O:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]1=[N:18][CH2:19][CH2:20][O:21]1
159,158,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[CH3:22]>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[CH3:22],[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[CH3:22].[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([CH3:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([CH3:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1
160,159,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[C:22]([F:23])([F:24])[F:25]>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[C:22]([F:23])([F:24])[F:25],[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[C:22]([F:23])([F:24])[F:25].[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19][c:20]1[C:21]1=[N:22][CH2:23][CH2:24][O:25]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19][c:20]1[C:21]1=[N:22][CH2:23][CH2:24][O:25]1
161,160,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23]>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23],[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[O:22][CH3:23].[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17][c:18]1[C:19]1=[N:20][CH2:21][CH2:22][O:23]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17][c:18]1[C:19]1=[N:20][CH2:21][CH2:22][O:23]1
162,161,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[F:22]>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[F:22],[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[F:22].[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([F:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([F:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1
163,162,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[Cl:22]>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[Cl:22],[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[Cl:22].[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1
164,163,[Br:1][CH:6]([CH2:5][CH2:4][CH2:3][CH3:2])[C:7](=[O:8])[O:9][CH3:10].[cH:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[Br:22]>CC1=CC=C(C(C)C)C=C1.CC2=C(C([O-])=O)C(C)=CC(C)=C2.CC3=C(C([O-])=O)C(C)=CC(C)=C3.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[Br:22],[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20][c:21]1[Br:22].[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([Br:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1.[CH3:2][CH2:3][CH2:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][c:13]([Br:14])[cH:15][cH:16][c:17]1[C:18]1=[N:19][CH2:20][CH2:21][O:22]1
